Text	Pronoun	Pronoun-offset	A	A-offset
`` I think the dynamics of this situation are that something 's got to happen , '' said one official familiar with the situation . The board and UAL 's management , he says , `` ca n't go back '' to business as usual .	he	8	one official familiar with the situation	19
Thomas Spiegel , Columbia 's chairman , said in a statement that the thrift was `` disappointed '' by the effects of the accounting changes . But he said Columbia remains `` one of the most strongly capitalized thrifts in the industry , '' based on the economic value of its assets and tangible capital .	he	2	Thomas Spiegel	1
`` Anheuser is the biggest guy in the bar , and he just decided to join in the barroom brawl , '' said Joseph J. Doyle , an analyst with Smith Barney , Harris Upham & Co .	he	12	the biggest guy in the bar	4
Mr. Thompson noted that the disappointing earnings , which fell five cents a share short of his own projections , contributed to the sell-off by an edgy and currently unforgiving investing public .	his	17	Thompson	2
But Smith Barney 's Mr. Doyle , who yesterday trimmed his 1990 Anheuser earnings projection to $ 2.95 a share from $ 3.10 , called the market 's reaction `` justified . '' While the third-quarter earnings were a `` moderate disappointment , '' he said , `` the real bad news is the intensity of price competition '' in the premium-beer sector .	he	12	Doyle	6
But Smith Barney 's Mr. Doyle , who yesterday trimmed his 1990 Anheuser earnings projection to $ 2.95 a share from $ 3.10 , called the market 's reaction `` justified . ''	his	11	Doyle	6
But the stark numbers yesterday -- when 282 votes were needed -- indicate the president is in a commanding position for at least this year . `` Unless he changes , they lose , '' said a Democratic leadership aide .	he	3	the president	14
In the Senate , Majority Whip Alan Cranston used his position to win not only the expanded credit but also more generous treatment than the House had permitted in the distribution of highway funds in the next six months .	his	10	Alan Cranston	7
At a recent White House meeting , Rep. Silvio Conte -LRB- R. , Mass. -RRB- , the ranking minority member of the House Appropriations Committee , argued with his friend Mr. Bush against a veto , and though Mr. Conte and Minority Leader Robert Michel of Illinois stood with the president yesterday , they are plainly uncomfortable with his position .	his	29	Silvio Conte	9
At a recent White House meeting , Rep. Silvio Conte -LRB- R. , Mass. -RRB- , the ranking minority member of the House Appropriations Committee , argued with his friend Mr. Bush against a veto , and though Mr. Conte and Minority Leader Robert Michel of Illinois stood with the president yesterday , they are plainly uncomfortable with his position .	his	59	the president	50
New Jersey gubernatorial candidate Rep. James Florio pointedly returned from campaigning to vote against the president yesterday in contrast with his opponent , GOP Rep. James Courter , who has ardently supported abortion restrictions in the past but was absent .	his	21	James Florio	6
In an extraordinary mix of cultures and church-state powers , Rep. Robert Dornan -LRB- R. , Calif . -RRB- lectured his fellow Roman Catholics -- including Mr. Florio -- for having the `` chutzpah '' to disagree with the hierarchy of their church on abortion .	his	21	Robert Dornan	12
`` This may not make George Bush a one-term president , '' said the Oregon liberal , addressing the Republican side of the House . `` But if you support him over rape victims , this may be your last term . ''	him	6	George Bush	6
New SEC Chairman Richard Breeden , overseeing his first public meeting , said there have been concerns that the Big Board 's basket could attract investors with a `` short-term perspective '' who would rapidly turn over the product , thus increasing volatility .	his	8	Richard Breeden	4
But Richard Ketchum , the SEC 's market regulation chief , said he did n't believe `` this will spawn dramatic new program-trading strategies that will be destabilizing . ''	he	13	Richard Ketchum	2
As reported last month , Mr. Kass said he was interested in making an offer to buy H.H. Robertson for $ 13 a share .	he	9	Kass	7
After coming close to a partial settlement a year ago , shareholders who filed civil suits against Ivan F. Boesky and the partnerships he once controlled again are approaching an accord , people familiar with the case said .	he	24	Ivan F. Boesky	18
The plaintiffs are investors who bought and sold securities in which Mr. Boesky and his partnerships were dealing . Some claim they suffered losses because they sold while he was buying and others because they bought while he was selling .	he	19	Boesky	13
The plaintiffs are investors who bought and sold securities in which Mr. Boesky and his partnerships were dealing . Some claim they suffered losses because they sold while he was buying and others because they bought while he was selling .	he	10	Boesky	13
The plaintiffs are investors who bought and sold securities in which Mr. Boesky and his partnerships were dealing .	his	15	Boesky	13
It has been three years since Mr. Boesky , now in prison , agreed to pay a $ 100 million fine to settle the government 's charges that he had traded illegally using insider information .	he	29	Boesky	8
U.S. District Judge Robert P. Patterson Jr. ordered the FBI to immediately begin processing Herman Benjamin Ferguson 's request for documents stemming from the agency 's investigation of him during the 1960s .	him	29	Herman Benjamin Ferguson	15
Mr. Ferguson , who is 68 years old , fled the U.S. in 1970 after exhausting his appeals of a 1968 conviction on conspiracy to murder . His attorneys claim he was framed by the FBI and New York police as part of a campaign to destroy the black liberation movement of the 1960s .	he	4	Ferguson	2
Mr. Ferguson , who is 68 years old , fled the U.S. in 1970 after exhausting his appeals of a 1968 conviction on conspiracy to murder . His attorneys claim he was framed by the FBI and New York police as part of a campaign to destroy the black liberation movement of the 1960s .	His	1	Ferguson	2
Mr. Ferguson , who is 68 years old , fled the U.S. in 1970 after exhausting his appeals of a 1968 conviction on conspiracy to murder . He maintains that the information from the FBI will help him get his 1968 conviction vacated and his bail-jumping indictment dismissed .	his	18	Ferguson	2
